Gestionnaire;Nom de l'OPC;Type d'OPC;Catégorie;Date;Valeur Liquidative; Actif net 
CGF GESTION;CAPITAL RETRAITE;FCP;Diversifié;30/09/2024;1 177;9 423 673 895
CGF GESTION;DIASPORA;FCP;Diversifié;30/09/2024;1 220;6 423 628 842
CGF GESTION;RENTE PERPETUELLE;FCP;Diversifié;30/09/2024;1 128;5 650 186 223
CGF GESTION;IFC-BOAD;FCP;Obligataire (OLMT);30/09/2024;138 498;6 756 376 637
CGF GESTION;FCPCR SONATEL;FCPE;Diversifié;30/09/2024;9 590;23 688 159 953
CGF GESTION;SINI GNESIGUI;FCP;Diversifié;30/09/2024;1 763;501 296 537
CGF GESTION;FORCE PAD;FCP;Diversifié;30/09/2024;2 072;1 794 391 504
CGF GESTION;DP WORLD DAKAR;FCP;Diversifié;30/09/2024;1 326;2 187 122 506
CGF GESTION;SEN FONDS;FCPR;Actifs non cotés;30/09/2024;9 955;98 028 177
EDC ASSET MANAGEMENT;ECOBANK ACTIONS UEMOA;FCP;Actions ;30/09/2024;4 707;641 155 040
EDC ASSET MANAGEMENT;ECOBANK OBLIGATAIRE UEMOA;SICAV;Obligataire (OLMT);30/09/2024;20 592;201 989 490 949
EDC ASSET MANAGEMENT;ECOBANK UEMOA DIVERSIFIE;FCP;Diversifié;30/09/2024;8 755;7 416 736 369
EDC ASSET MANAGEMENT;ECOBANK UEMOA RENDEMENT;FCP;Diversifié;30/09/2024;1 762 848;545 116 004
EDC ASSET MANAGEMENT;ECOBANK UEMOA MONETAIRE;FCP;Monétaire (OCT);30/09/2024;1 013 490;152 023 642
EDC ASSET MANAGEMENT;ECOBANK UEMOA RETRAITE CONFORT;FCP;Obligataire (OLMT);30/09/2024;5 298;1 747 182 644
EDC ASSET MANAGEMENT;ECOBANK PRIVE ACTIONS;FCP;Actions ;30/09/2024;N/D;6 972 902 159
EDC ASSET MANAGEMENT;ECOBANK PRIVE OLMT;FCP;Obligataire (OLMT);30/09/2024;N/D;28 786 010 898
BAOBAB ASSET MANAGEMENT;BAM WURUS;FCP;Actions ;30/09/2024;11 437;551 287 143
BAOBAB ASSET MANAGEMENT;BAM TRESOR;FCP;Monétaire (OCT);30/09/2024;10 544;2 110 137 332
KAYDAN ASSET MANAGEMENT;KAM SUR;FCP;Obligataire (OLMT);30/09/2024;10 585;143 417 557
KAYDAN ASSET MANAGEMENT;KAM CROISSANCE +;FCPR;Actifs non cotés;30/09/2024;1 000 000;100 000 000
SAPHIR ASSET MANAGEMENT;SAPHIR QUIETUDE;FCP;Obligataire (OLMT);31/12/2024;6 622;24 257 724 253
SAPHIR ASSET MANAGEMENT;SAPHIR DYNAMIQUE;FCP;Diversifié;31/12/2024;6 560;1 061 231 439
SGCAMWA;SOGEPRIVILEGE;FCP;Diversifié;31/12/2024;4 702;4 131 385 393
SGCAMWA;SOGEAVENIR;FCP;Diversifié;31/12/2024;1 875;4 350 134 846
SGCAMWA;SOGEDEFI;FCP;Diversifié;31/12/2024;4 425;4 316 372 557
SGCAMWA;SOGEVALOR;FCP;Actions ;31/12/2024;4 417;5 778 902 414
SGCAMWA;SOGEDYNAMIQUE;FCP;Actions ;31/12/2024;4 429;5 617 663 476
SGCAMWA;SOGELIQUID;FCP;Monétaire (OCT);31/12/2024;10 927 839;30 292 236 391
SGCAMWA;SOGESECURITE;FCP;Obligataire (OLMT);31/12/2024;5 156;44 553 531 905
SGCAMWA;ALLIANZ AFRICA;FCPR;Actifs non cotés;31/12/2024;101 858 549;9 894 808 817
AFRICAINE DE GESTION D'ACTIFS;AGA CONFORT PLUS;FCP;Obligataire (OLMT);31/12/2024;1 414;15 877 601 524
AFRICAINE DE GESTION D'ACTIFS;AGA CAPITAL PLUS;FCP;Diversifié;31/12/2024;1 443;580 191 989
AFRICABOURSE ASSET MANAGEMENT;OBLIGATIS;FCP;Obligataire (OLMT);31/12/2024;8 886;30 816 448 364
AFRICABOURSE ASSET MANAGEMENT;EPARGNE CROISSANCE;FCP;Diversifié;31/12/2024;9 377;7 601 013 919
AFRICABOURSE ASSET MANAGEMENT;EPARGNE ACTION;FCP;Actions ;31/12/2024;6 440;1 379 197 298
AFRICABOURSE ASSET MANAGEMENT;CAPITAL SUR;FCP;Obligataire (OLMT);31/12/2024;11 468;4 999 244 738
SOAGA;SOAGA EPARGNE SERENITE;FCP;Obligataire (OLMT);31/12/2024;15 973;37 381 763 328
SOAGA;SOAGA EPARGNE OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2024;6 178;29 318 883 703
SOAGA;BOAD CAPITAL RETRAITE;FCP;Obligataire (OLMT);31/12/2024;13 650;1 066 856 872
SOAGA;SOAGA EPARGNE QUIETUDE;FCP;Obligataire (OLMT);31/12/2024;5 934;21 453 914 309
SOAGA;SICAV ABDOU DIOUF;SICAV;Diversifié;31/12/2024;14 941 371;21 096 412 969
SOAGA;SOAGA EPARGNE ACTIVE;FCP;Diversifié;31/12/2024;12 074;6 283 786 479
SOAGA;SOAGA EPARGNE DYNAMIQUE;FCP;Actions ;31/12/2024;6 292;1 810 467 906
SOAGA;SOAGA EPARGNE ACTIONS;FCP;Actions ;31/12/2024;9 715;2 840 676 151
BRIDGE ASSET MANAGEMENT;BRIDGE OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2024;6 531;50 715 161 251
BRIDGE ASSET MANAGEMENT;BRIDGE EQUILIBRE;FCP;Diversifié;31/12/2024;35 190 974;5 749 849 730
BRIDGE ASSET MANAGEMENT;BRIDGE DIVERSIFIE CROISSANCE;FCP;Diversifié;31/12/2024;7 148;1 362 547 884
AFRICA ASSET MANAGEMENT;VALORIS;FCP;Actions ;31/12/2024;11 089;1 937 234 090
AFRICA ASSET MANAGEMENT;EXPANSIO;FCP;Diversifié;31/12/2024;11 465;2 518 079 715
AFRICA ASSET MANAGEMENT;SECURITAS;FCP;Obligataire (OLMT);31/12/2024;8 101;2 622 027 708
AFRICA ASSET MANAGEMENT;CMT SONABEL;FCPE;Diversifié;31/12/2024;0;0
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);SDE;FCP;Diversifié;31/12/2024;2 637;660 742 266
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM OBLIGATAIRE;FCP;Diversifié;31/12/2024;0;0
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);BRM DYNAMIQUE;FCP;Diversifié;31/12/2024;0;0
CORIS ASSET MANAGEMENT;CORIS ACTIONS;FCP;Actions ;31/12/2024;7 725;1 005 918 161
CORIS ASSET MANAGEMENT;CORIS PERFORMANCE;FCP;Diversifié;31/12/2024;8 025;2 157 060 763
CORIS ASSET MANAGEMENT;ASSURANCES;FCP;Monétaire (OCT);31/12/2024;5 696;763 554 184
ATTIJARI ASSET MANAGEMENT;ATTIJARI OBLIG;SICAV;Obligataire (OLMT);31/12/2024;14 138;31 917 397 498
ATTIJARI ASSET MANAGEMENT;ATTIJARI LIQUIDITE;FCP;Monétaire (OCT);31/12/2024;14 861;2 300 304 450
ATTIJARI ASSET MANAGEMENT;ATTIJARI HORIZON;FCP;Obligataire (OLMT);31/12/2024;16 187;37 563 998 843
ATTIJARI ASSET MANAGEMENT;ATTIJARI ACTIONS;FCP;Actions ;31/12/2024;19 335;426 532 896
ATTIJARI ASSET MANAGEMENT;ATTIJARI DIVERSIFIE;FCP;Diversifié;31/12/2024;20 679;949 174 965
ATTIJARI ASSET MANAGEMENT;ATTIJARI INVEST;FCP;Obligataire (OLMT);31/12/2024;15 156;17 029 007 454
ATTIJARI ASSET MANAGEMENT;ATTIJARI PATRIMOINE;FCP;Obligataire (OLMT);31/12/2024;15 265;40 090 645 127
ATTIJARI ASSET MANAGEMENT;CRBC-PROSPERITE;FCP;Obligataire (OLMT);31/12/2024;11 678;28 860 151 880
ATTIJARI ASSET MANAGEMENT;WAFA ASSURANCE UEMOA;FCP;Obligataire (OLMT);31/12/2024;10 920;49 667 030 430
ATTIJARI ASSET MANAGEMENT;CRAT PERFORMANCE;FCP;Diversifié;31/12/2024;11 156;647 034 735
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE;FCP;Obligataire (OLMT);31/12/2024;7 261;68 893 407 415
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SERENITE;FCP;Obligataire (OLMT);31/12/2024;6 843;59 404 461 509
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE IFC;FCP;Obligataire (OLMT);31/12/2024;1 329 832;8 401 848 644
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2024;11 472;395 521 247
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE PLUS;FCP;Obligataire (OLMT);31/12/2024;11 416;64 747 863 961
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE PRESTIGE;FCP;Obligataire (OLMT);31/12/2024;1 144 920;64 366 117 052
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE LIQUIDITE;FCP;Monétaire (OCT);31/12/2024;6 522;1 262 515 459
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE ACTIONS;FCP;Actions ;31/12/2024;9 897;204 152 551
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE HORIZON;FCP;Diversifié;31/12/2024;9 258;243 850 897
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE CROISSANCE;FCP;Diversifié;31/12/2024;5 878;16 337 263 637
SGO MALI FINANCES;NYESIGUI;FCP;Diversifié;31/12/2024;13 417;659 998 852
SGO MALI FINANCES;TOUNKARANKE;FCP;Obligataire (OLMT);31/12/2024;123 382;679 846 948
SGO MALI FINANCES;ORANGE ML;FCPE;Diversifié;31/12/2024;33 929;4 195 293 377
NSIA ASSET MANAGEMENT;NSIA FONDS DIVERSIFIE;FCP;Diversifié;31/12/2024;6 358;20 076 887 936
NSIA ASSET MANAGEMENT;AURORE OPPORTUNITES;FCP;Actions ;31/12/2024;7 436;5 393 873 492
NSIA ASSET MANAGEMENT;TAWFIR HALAL;FCP;Diversifié;31/12/2024;5 412;1 364 416 495
NSIA ASSET MANAGEMENT;AURORE SECURITE;FCP;Obligataire (OLMT);31/12/2024;6 087;61 658 346 961
NSIA ASSET MANAGEMENT;AURORE MONETARIS;FCP;Monétaire (OCT);31/12/2024;5407;487 630 735
NSIA ASSET MANAGEMENT;NSIA ASSURANCES OPTIMUM;FCP;Diversifié;31/12/2024;1 148 243;3 513 478 530
NSIA ASSET MANAGEMENT;EVOLUTIS;FCPE;Diversifié;31/12/2024;5 059;1 169 469 514
NSIA ASSET MANAGEMENT;AURORE SECURITE II;FCP;Obligataire (OLMT);31/12/2024;5 526,7702;13 561 893 090
PHOENIXAFRICA ASSET MANAGEMENT;PAM ACTIONS;FCP;Actions ;31/12/2024;16 387;591 734 082
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE EQUILIBRE;FCP;Diversifié;31/12/2024;15 675;811 270 902
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE OBLIGATIONS;FCP;Diversifié;31/12/2024;14 034;2 481 161 787
SGA2E;CIE;FCPE;Diversifié;31/12/2024;8 772;43 059 662 069
SGA2E;SODECI;FCPE;Diversifié;31/12/2024;10 861;22 302 561 478
OPTI ASSET MANAGEMENT;OPTI PLACEMENT 1;FCP;Actions ;31/12/2024;20 563;493 817 779
OPTI ASSET MANAGEMENT;OPTI REVENU 2;FCP;Obligataire (OLMT);31/12/2024;9 003;10 238 073 531
OPTI ASSET MANAGEMENT;OPTI CAPITAL 3;FCP;Diversifié;31/12/2024;21 956;1 332 580 387
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL GARANTI;FCP;Diversifié;31/12/2024;18 177;1 544 500 615
ENKO CAPITAL WEST AFRICA;PATRIMOINE;FCP;Obligataire (OLMT);31/12/2024;12 845;28 485 627 504
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2024;11 951;4 278 722 383
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL LIQUIDITE;FCP;Obligataire (OLMT);31/12/2024;9 959;535 290 246
BOA CAPITAL CAM;EMERGENCE;FCP;Diversifié;31/12/2024;7 899;27 783 103 659
BOA CAPITAL CAM;BOA INVESTMENT;FCP;Obligataire (OLMT);31/12/2024;41 454 849;30 229 890 639
BOA CAPITAL CAM;GLOBAL INVESTORS;FCP;Diversifié;31/12/2024;37 592;11 267 861 950
BOA CAPITAL CAM;BOA ACTIONS;FCP;Actions ;31/12/2024;16 895;491 829 816
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2024;12 979;49 847 654 714
BOA CAPITAL CAM;SAHAM PERFORMANCE;FCP;Actions ;31/12/2024;198 535;471 720 247
BOA CAPITAL CAM;BOA RENDEMENT;FCP;Obligataire (OLMT);31/12/2024;37 360 085;46 482 604 836
BOA CAPITAL CAM;BOA SECURITE;FCP;Obligataire (OLMT);31/12/2024;115 637;35 796 135 307
BOA CAPITAL CAM;BOA OBLIGATIONS;FCP;Obligataire (OLMT);31/12/2024;106 892;8 517 402 695
BOA CAPITAL CAM;BOA PREMIUM;FCP;Diversifié;31/12/2024;100 818;227 974 235
BNI GESTION;OBLIG SECURITE;FCP;Obligataire (OLMT);31/12/2024;11 075;7 391 696 313
BNI GESTION;KARIMA ETHIQUE;FCP;Diversifié;31/12/2024;2 181;134 287 164
BNI GESTION;CNRA;FCPE;Diversifié;31/12/2024;3 519;104 516 994
BNI GESTION;INITIATIVE SOLIDARITE;FCP;Diversifié;31/12/2024;5 637;179 375 852
BNI GESTION;BNI RETRAITE;FCPE;Diversifié;31/12/2024;4 861;502 246 128
BNI GESTION;SODEFOR COMPLEMENTAIRE RETRAITE;FCPE;Diversifié;31/12/2024;7 143;415 775 755
BNI GESTION;CAPITAL CROISSANCE;FCP;Diversifié;31/12/2024;14 139;16 489 638 561
BNI GESTION;DYNAMIC SAVINGS;FCP;Actions ;31/12/2024;9 398;6 691 323 696
CGF GESTION;PLACEMENT CROISSANCE;FCP;Actions ;31/12/2024;1 400;2 356 900 164
CGF GESTION;SALAM CI;FCP;Diversifié;31/12/2024;1 112;1 662 263 152
CGF GESTION;BNDE VALEURS;FCP;Diversifié;31/12/2024;1 280;4 132 466 305
CGF GESTION;WALO;FCP;Diversifié;31/12/2024;1 220;1 726 390 136
CGF GESTION;PLACEMENT QUIETUDE;FCP;Diversifié;31/12/2024;1 645;15 720 712 695
CGF GESTION;LIQUIDITE-OPTIMUM;FCP;Diversifié;31/12/2024;12 751;9 169 690 414
CGF GESTION;AVANTAGE AKWABA;FCP;Diversifié;31/12/2024;1 654;3 395 510 245
CGF GESTION;EXPAT;FCP;Diversifié;31/12/2024;1 169;2 106 234 093
CGF GESTION;DJOLOF;FCP;Obligataire (OLMT);31/12/2024;1 259;1 114 112 196
CGF GESTION;POSTEFINANCES HORIZON;FCP;Diversifié;31/12/2024;2 119;1 454 819 041
CGF GESTION;AL BARAKA 2;FCP;Diversifié;31/12/2024;1 242;2 629 004 036
CGF GESTION;ASSUR SENEGAL;FCP;Diversifié;31/12/2024;1 307 196;1 290 021 438
CGF GESTION;ACTIONS PHARMACIE;FCP;Diversifié;31/12/2024;1 095;1 856 190 762
CGF GESTION;CAPITAL RETRAITE;FCP;Diversifié;31/12/2024;1 183;10 142 822 283
CGF GESTION;DIASPORA;FCP;Diversifié;31/12/2024;1 218;5 336 935 059
CGF GESTION;RENTE PERPETUELLE;FCP;Diversifié;31/12/2024;1 130;5 556 011 163
CGF GESTION;IFC-BOAD;FCP;Obligataire (OLMT);31/12/2024;141 091;6 856 072 297
CGF GESTION;FCPCR SONATEL;FCPE;Diversifié;31/12/2024;9 642;23 601 045 912
CGF GESTION;SINI GNESIGUI;FCP;Diversifié;31/12/2024;1 791;507 711 218
CGF GESTION;FORCE PAD;FCP;Diversifié;31/12/2024;2 116;1 822 122 883
CGF GESTION;DP WORLD DAKAR;FCP;Diversifié;31/12/2024;1 366;2 176 637 460
CGF GESTION;TRANSVIE;FCP;Diversifié;31/12/2024;1 047;306 340 403
CGF GESTION;SEN FONDS;FCPR;Actifs non cotés;31/12/2024;10 246;1 207 328 331
EDC ASSET MANAGEMENT;ECOBANK ACTIONS UEMOA;FCP;Actions ;31/12/2024;4 879;665 346 179
EDC ASSET MANAGEMENT;ECOBANK OBLIGATAIRE UEMOA;SICAV;Obligataire (OLMT);31/12/2024;20 912;204 985 826 627
EDC ASSET MANAGEMENT;ECOBANK UEMOA DIVERSIFIE;FCP;Diversifié;31/12/2024;8 933;7 551 728 815
EDC ASSET MANAGEMENT;ECOBANK UEMOA RENDEMENT;FCP;Diversifié;31/12/2024;1 799 318;566 882 300
EDC ASSET MANAGEMENT;ECOBANK UEMOA MONETAIRE;FCP;Monétaire (OCT);31/12/2024;1 037 554;155 633 123
EDC ASSET MANAGEMENT;ECOBANK UEMOA RETRAITE CONFORT;FCP;Obligataire (OLMT);31/12/2024;5 450;2 043 859 858
EDC ASSET MANAGEMENT;ECOBANK PRIVE ACTIONS;FCP;Actions ;31/12/2024;N/D;7 403 316 316
EDC ASSET MANAGEMENT;ECOBANK PRIVE OLMT;FCP;Obligataire (OLMT);31/12/2024;N/D;29 271 293 425
BAOBAB ASSET MANAGEMENT;BAM WURUS;FCP;Actions ;31/12/2024;11 278;578 522 793
BAOBAB ASSET MANAGEMENT;BAM TRESOR;FCP;Monétaire (OCT);31/12/2024;10 755;3 584 294 767
KAYDAN ASSET MANAGEMENT;KAM SUR;FCP;Obligataire (OLMT);31/12/2024;10 951;254 177 737
KAYDAN ASSET MANAGEMENT;KAM CROISSANCE +;FCPR;Actifs non cotés;31/12/2024;1 113 107;250 000 000
SAPHIR ASSET MANAGEMENT;SAPHIR QUIETUDE;FCP;Obligataire (OLMT);31/03/2025;6 596;23 898 406 538
SAPHIR ASSET MANAGEMENT;SAPHIR DYNAMIQUE;FCP;Diversifié;31/03/2025;7 106;1 606 711 743
SGCAMWA;SOGEPRIVILEGE;FCP;Diversifié;31/03/2025;4 993;4 395 020 181
SGCAMWA;SOGEAVENIR;FCP;Diversifié;31/03/2025;2 044;4 670 918 844
SGCAMWA;SOGEDEFI;FCP;Diversifié;31/03/2025;4 792;4 624 927 603
SGCAMWA;SOGEVALOR;FCP;Actions ;31/03/2025;4 766;6 176 307 138
SGCAMWA;SOGEDYNAMIQUE;FCP;Actions ;31/03/2025;4 765;6 002 829 936
SGCAMWA;SOGELIQUID;FCP;Monétaire (OCT);31/03/2025;11 141 660;30 884 953 682
SGCAMWA;SOGESECURITE;FCP;Obligataire (OLMT);31/03/2025;5 213;45 276 926 617
SGCAMWA;ALLIANZ AFRICA;FCPR;Actifs non cotés;31/03/2025;102 461 934;9 953 423 151
AFRICAINE DE GESTION D'ACTIFS;AGA CONFORT PLUS;FCP;Obligataire (OLMT);31/03/2025;1 440;15 999 348 730
AFRICAINE DE GESTION D'ACTIFS;AGA CAPITAL PLUS;FCP;Diversifié;31/03/2025;1 487;644 587 554
AFRICABOURSE ASSET MANAGEMENT;OBLIGATIS;FCP;Obligataire (OLMT);31/03/2025;8 895;29 893 020 044
AFRICABOURSE ASSET MANAGEMENT;EPARGNE CROISSANCE;FCP;Diversifié;31/03/2025;9 893;8 522 419 812
AFRICABOURSE ASSET MANAGEMENT;EPARGNE ACTION;FCP;Actions ;31/03/2025;7 282;1 554 088 576
AFRICABOURSE ASSET MANAGEMENT;CAPITAL SUR;FCP;Obligataire (OLMT);31/03/2025;11 737;6 655 272 124
SOAGA;SOAGA EPARGNE SERENITE;FCP;Obligataire (OLMT);31/03/2025;16 058;36 406 521 261
SOAGA;SOAGA EPARGNE OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2025;6 256;29 071 345 420
SOAGA;BOAD CAPITAL RETRAITE;FCP;Obligataire (OLMT);31/03/2025;13 855;1 323 686 507
SOAGA;SOAGA EPARGNE QUIETUDE;FCP;Obligataire (OLMT);31/03/2025;6 025;24 651 284 216
SOAGA;SICAV ABDOU DIOUF;SICAV;Diversifié;31/03/2025;15 607 171;22 028 353 297
SOAGA;SOAGA EPARGNE ACTIVE;FCP;Diversifié;31/03/2025;12 754;6 963 757 187
SOAGA;SOAGA EPARGNE DYNAMIQUE;FCP;Actions ;31/03/2025;6 610;2 537 966 921
SOAGA;SOAGA EPARGNE ACTIONS;FCP;Actions ;31/03/2025;10 224;2 911 553 620
BRIDGE ASSET MANAGEMENT;BRIDGE OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2025;6 570;53 008 000 184
BRIDGE ASSET MANAGEMENT;BRIDGE EQUILIBRE;FCP;Diversifié;31/03/2025;36 489 415;6 165 415 836
BRIDGE ASSET MANAGEMENT;BRIDGE DIVERSIFIE CROISSANCE;FCP;Diversifié;31/03/2025;7 545;1 516 728 113
AFRICA ASSET MANAGEMENT;VALORIS;FCP;Actions ;31/03/2025;12 864;2 638 747 000
AFRICA ASSET MANAGEMENT;EXPANSIO;FCP;Diversifié;31/03/2025;11 942;2 637 376 954
AFRICA ASSET MANAGEMENT;SECURITAS;FCP;Obligataire (OLMT);31/03/2025;8 222;2 665 658 773
IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT);SDE;FCP;Diversifié;31/03/2025;2 689;651 262 391
CORIS ASSET MANAGEMENT;CORIS ACTIONS;FCP;Actions ;31/03/2025;8 802;1 162 777 692
CORIS ASSET MANAGEMENT;CORIS PERFORMANCE;FCP;Diversifié;31/03/2025;8 658;2 361 616 503
CORIS ASSET MANAGEMENT;ASSURANCES;FCP;Monétaire (OCT);31/03/2025;5 787;778 913 561
ATTIJARI ASSET MANAGEMENT;ATTIJARI OBLIG;SICAV;Obligataire (OLMT);31/03/2025;14 288;22 132 229 497
ATTIJARI ASSET MANAGEMENT;ATTIJARI LIQUIDITE;FCP;Monétaire (OCT);31/03/2025;15 180;3 508 909 332
ATTIJARI ASSET MANAGEMENT;ATTIJARI HORIZON;FCP;Obligataire (OLMT);31/03/2025;16 442;38 896 572 134
ATTIJARI ASSET MANAGEMENT;ATTIJARI ACTIONS;FCP;Actions ;31/03/2025;22 193;485 551 021
ATTIJARI ASSET MANAGEMENT;ATTIJARI DIVERSIFIE;FCP;Diversifié;31/03/2025;21 959;1 955 892 068
ATTIJARI ASSET MANAGEMENT;ATTIJARI INVEST;FCP;Obligataire (OLMT);31/03/2025;15 368;17 981 212 929
ATTIJARI ASSET MANAGEMENT;ATTIJARI PATRIMOINE;FCP;Obligataire (OLMT);31/03/2025;15 395;37 711 282 394
ATTIJARI ASSET MANAGEMENT;CRBC-PROSPERITE;FCP;Obligataire (OLMT);31/03/2025;11 882;29 339 853 638
ATTIJARI ASSET MANAGEMENT;WAFA ASSURANCE UEMOA;FCP;Obligataire (OLMT);31/03/2025;11 063;50 546 925 611
ATTIJARI ASSET MANAGEMENT;CRAT PERFORMANCE;FCP;Diversifié;31/03/2025;12 128;701 340 260
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE;FCP;Obligataire (OLMT);31/03/2025;7 339;69 490 908 362
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SERENITE;FCP;Obligataire (OLMT);31/03/2025;6 936;60 117 789 528
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE IFC;FCP;Obligataire (OLMT);31/03/2025;1 342 189;8 665 871 743
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2025;11 587;399 474 970
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE SECURITE PLUS;FCP;Obligataire (OLMT);31/03/2025;11 539;66 391 426 123
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE PRESTIGE;FCP;Obligataire (OLMT);31/03/2025;1 157 457;65 001 856 771
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE LIQUIDITE;FCP;Monétaire (OCT);31/03/2025;6 593;1 201 739 930
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE ACTIONS;FCP;Actions ;31/03/2025;11 332;236 050 442
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE HORIZON;FCP;Diversifié;31/03/2025;10 289;291 271 648
ATLANTIC ASSET MANAGEMENT;ATLANTIQUE CROISSANCE;FCP;Diversifié;31/03/2025;6 399;17 780 437 964
SGO MALI FINANCES;NYESIGUI;FCP;Diversifié;31/03/2025;14 522;785 457 575
SGO MALI FINANCES;TOUNKARANKE;FCP;Obligataire (OLMT);31/03/2025;125 377;754 016 889
SGO MALI FINANCES;ORANGE ML;FCPE;Diversifié;31/03/2025;34 688;4 374 398 005
NSIA ASSET MANAGEMENT;NSIA FONDS DIVERSIFIE;FCP;Diversifié;31/03/2025;6 573;20 916 120 858
NSIA ASSET MANAGEMENT;AURORE OPPORTUNITES;FCP;Actions ;31/03/2025;7 936;8 923 049 106
NSIA ASSET MANAGEMENT;TAWFIR HALAL;FCP;Diversifié;31/03/2025;5 497;1 148 127 101
NSIA ASSET MANAGEMENT;AURORE SECURITE;FCP;Obligataire (OLMT);31/03/2025;6 144;60 066 917 898
NSIA ASSET MANAGEMENT;AURORE MONETARIS;FCP;Monétaire (OCT);31/03/2025;5 548;1 807 651 876
NSIA ASSET MANAGEMENT;NSIA ASSURANCES OPTIMUM;FCP;Diversifié;31/03/2025;1 209 123;3 699 762 942
NSIA ASSET MANAGEMENT;EVOLUTIS;FCPE;Diversifié;31/03/2025;5 431;1 205 319 137
NSIA ASSET MANAGEMENT;AURORE SECURITE II;FCP;Obligataire (OLMT);31/03/2025;5 597;16 677 081 347
NSIA ASSET MANAGEMENT;OBLIGATIONS PREMIUM;FCP;Obligataire (OLMT);31/03/2025;5 408;109 127 808
NSIA ASSET MANAGEMENT;AURORE OBLIGATIONS SOUVERAINES;FCP;Obligataire (OLMT);31/03/2025;10 635;186 037 791
PHOENIXAFRICA ASSET MANAGEMENT;PAM ACTIONS;FCP;Actions ;31/03/2025;18 053;655 141 324
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE EQUILIBRE;FCP;Diversifié;31/03/2025;16 628;861 129 763
PHOENIXAFRICA ASSET MANAGEMENT;PAM DIVERSIFIE OBLIGATIONS;FCP;Diversifié;31/03/2025;14 909;2 791 105 581
SGA2E;CIE;FCPE;Diversifié;31/03/2025;9 239;45 029 164 588
SGA2E;SODECI;FCPE;Diversifié;31/03/2025;11 423;23 459 624 814
OPTI ASSET MANAGEMENT;OPTI PLACEMENT 1;FCP;Actions ;31/03/2025;24 076;617 889 519
OPTI ASSET MANAGEMENT;OPTI REVENU 2;FCP;Obligataire (OLMT);31/03/2025;9 237;10 693 143 936
OPTI ASSET MANAGEMENT;OPTI CAPITAL 3;FCP;Diversifié;31/03/2025;22 621;1 436 093 685
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL GARANTI;FCP;Diversifié;31/03/2025;19 544;2 572 438 374
ENKO CAPITAL WEST AFRICA;PATRIMOINE;FCP;Obligataire (OLMT);31/03/2025;12 984;28 794 854 027
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL OBLIGATIONS;FCP;Obligataire (OLMT);31/03/2025;12 102;4 478 124 503
ENKO CAPITAL WEST AFRICA;ENKO CAPITAL LIQUIDITE;FCP;Obligataire (OLMT);31/03/2025;10 163;800 966 221
ENKO CAPITAL WEST AFRICA;GOORGOORLU;FCP;Monétaire (OCT);31/03/2025;951;95 058 830
BOA CAPITAL CAM;EMERGENCE;FCP;Diversifié;31/03/2025;8 067;28 360 507 264
BOA CAPITAL CAM;BOA INVESTMENT;FCP;Obligataire (OLMT);31/03/2025;42 007 196;29 628 021 802
