N°,Gestionnaire,Nom de l'OPC,Type d'OPC,Catégorie,Date,Valeur Liquidative,Actif net
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE IFC,FCP,Obligataire (OLMT),2025-03-31,1342188.5191,8665871743
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE OBLIGATIONS,FCP,Obligataire (OLMT),2025-03-31,11586.7648,399474970
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE PLUS,FCP,Obligataire (OLMT),2025-03-31,11538.9333,66391426123
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE PRESTIGE,FCP,Obligataire (OLMT),2025-03-31,1157457.1959,65001856771
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE LIQUIDITE,FCP,Monétaire (OCT),2025-03-31,6592.6657,1201739930
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE ACTIONS,FCP,Actions ,2025-03-31,11331.7397,236050442
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE HORIZON,FCP,Diversifié,2025-03-31,10288.7208,291271648
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE CROISSANCE,FCP,Diversifié,2025-03-31,6398.5004,17780437964
,SGO MALI FINANCES,FCP NYESIGUI,FCP,Diversifié,2025-03-31,14522,785457575
,SGO MALI FINANCES,FCP TOUNKARANKE,FCP,Obligataire (OLMT),2025-03-31,125377,754016889
,SGO MALI FINANCES,FCPE ORANGE,FCPE,Diversifié,2025-03-31,34688,4374398005
,NSIA ASSET MANAGEMENT,FCP NSIA Fonds Diversifié,FCP,Diversifié,2025-03-31,6572.91,20916120858
,NSIA ASSET MANAGEMENT,FCP Aurore Opportunités,FCP,Actions ,2025-03-31,7935.52,8923049106
,NSIA ASSET MANAGEMENT,TAWFIR HALAL,FCP,Diversifié,2025-03-31,5496.55,1148127101
,NSIA ASSET MANAGEMENT,FCP Aurore sécurité,FCP,Obligataire (OLMT),2025-03-31,6143.92,60066917898
,NSIA ASSET MANAGEMENT,FCP Aurore Monetaris,FCP,Monétaire (OCT),2025-03-31,5547.92,1807651876
,NSIA ASSET MANAGEMENT,FCP NSIA Assurance Optimum,FCP,Diversifié,2025-03-31,1209123.13,3699762942
,NSIA ASSET MANAGEMENT,FCPE Evolutis,FCPE,Diversifié,2025-03-31,5430.8,1205319137
,NSIA ASSET MANAGEMENT,FCP AURORE SECURITE II,FCP,Obligataire (OLMT),2025-03-31,5597.25,16677081347
,NSIA ASSET MANAGEMENT,FCP Obligations Premium,FCP,Obligataire (OLMT),2025-03-31,5407.76,109127808
,NSIA ASSET MANAGEMENT,FCP Aurore Obligations Souveraines,FCP,Obligataire (OLMT),2025-03-31,10635.17,186037791
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM ACTIONS,FCP,Actions ,2025-03-31,18052.9018,655141324
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE EQUILIBRE,FCP,Diversifié,2025-03-31,16627.9015,861129763
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE OBLIGATIONS,FCP,Diversifié,2025-03-31,14909.4681,2791105581
,SGA2E,FCP CIE,FCPE,Diversifié,2025-03-31,9238.687,45029164588
,SGA2E,FCP SODECI,FCPE,Diversifié,2025-03-31,11422.9093,23459624814
,OPTI ASSET MANAGEMENT,FCP 1 OPTI PLACEMENT,FCP,Actions ,2025-03-31,24075.64,617889519
,OPTI ASSET MANAGEMENT,FCP 2 OPTI REVENU,FCP,Obligataire (OLMT),2025-03-31,9236.91,10693143936
,OPTI ASSET MANAGEMENT,FCP 3 OPTI CAPITAL,FCP,Diversifié,2025-03-31,22621.44,1436093685
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL GARANTI,FCP,Diversifié,2025-03-31,19543.8398,2572438374
,ENKO CAPITAL WEST AFRICA,FCP PATRIMOINE,FCP,Obligataire (OLMT),2025-03-31,12984.2533,28794854027
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL OBLIGATIONS,FCP,Obligataire (OLMT),2025-03-31,12101.5674,4478124503
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL LIQUIDITE,FCP,Obligataire (OLMT),2025-03-31,10163.3852,800966221
,ENKO CAPITAL WEST AFRICA,FCP GOORGOORLU,FCP,Monétaire (OCT),2025-03-31,950.5883,95058830
,BOA CAPITAL CAM,FCP Emergence,FCP,Diversifié,2025-03-31,8067,28360507264
,BOA CAPITAL CAM,FCP BOA Investment,FCP,Obligataire (OLMT),2025-03-31,42007196,29628021802
,BOA CAPITAL CAM,FCP Global investors,FCP,Diversifié,2025-03-31,40239,12079897361
,BOA CAPITAL CAM,FCP BOA actions,FCP,Actions ,2025-03-31,17961,531496205
,BOA CAPITAL CAM,FCP BOA obligations,FCP,Obligataire (OLMT),2025-03-31,13143,49867144711
,BOA CAPITAL CAM,FCP Saham Performance,FCP,Actions ,2025-03-31,210502,500152375
,BOA CAPITAL CAM,FCP BOA rendement,FCP,Obligataire (OLMT),2025-03-31,37825386,46848788331
,BOA CAPITAL CAM,FCP BOA sécurité,FCP,Obligataire (OLMT),2025-03-31,117083.26,36296745753
,BOA CAPITAL CAM,FCP BOA BONDS,FCP,Obligataire (OLMT),2025-03-31,108684.45,11287939146
,BOA CAPITAL CAM,FCP BOA premium,FCP,Diversifié,2025-03-31,109138.39,247438995
,BNI GESTION,OBLIG SECURITE,FCP,Obligataire (OLMT),2025-03-31,11235,8200281692
,BNI GESTION,KARIMA ETHIQUE,FCP,Diversifié,2025-03-31,2219,176706610
,BNI GESTION,CNRA,FCPE,Diversifié,2025-03-31,3757,97176949
,BNI GESTION,INITIATIVE SOLIDARITE,FCP,Diversifié,2025-03-31,5957,243706282
,BNI GESTION,BNI RETRAITE,FCPE,Diversifié,2025-03-31,4937,537319208
,BNI GESTION,SODEFOR COMPLEMENTAIRE RETRAITE,FCPE,Diversifié,2025-03-31,8052,445709376
,BNI GESTION,CAPITAL CROISSANCE,FCP,Diversifié,2025-03-31,14139,17077181618
,BNI GESTION,DYNAMIC SAVINGS ,FCP,Actions ,2025-03-31,9398,5132657486
,CGF GESTION,FCP PLACEMENT CROISSANCE,FCP,Actions ,2025-03-31,1603.4836,3085784404
,CGF GESTION,FCP SALAM CI,FCP,Diversifié,2025-03-31,1133.9363,1782750577
,CGF GESTION,FCP BNDE VALEURS,FCP,Diversifié,2025-03-31,1314.6812,4072521076
,CGF GESTION,FCP WALO,FCP,Diversifié,2025-03-31,1239.6153,1556477866
,CGF GESTION,FCP PLACEMENT QUIETUDE,FCP,Diversifié,2025-03-31,1668.3575,14895415715
,CGF GESTION,FCP LIQUIDITE-OPTIMUM,FCP,Diversifié,2025-03-31,12953.3008,8834329079
,CGF GESTION,FCP AVANTAGE AKWABA,FCP,Diversifié,2025-03-31,1692.7796,4930984586
,CGF GESTION,FCP EXPAT,FCP,Diversifié,2025-03-31,1190.3449,1650690775
,CGF GESTION,FCP DJOLOF,FCP,Obligataire (OLMT),2025-03-31,1287.7986,1141368074
,CGF GESTION,FCP POSTEFINANCES HORIZON,FCP,Diversifié,2025-03-31,2285.9315,1703017056
,CGF GESTION,FCP AL BARAKA 2,FCP,Diversifié,2025-03-31,1256.5911,2486436100
,CGF GESTION,FCP ASSUR SENEGAL,FCP,Diversifié,2025-03-31,1342529.5877,1471816798
,CGF GESTION,FCP ACTIONS PHARMACIE,FCP,Diversifié,2025-03-31,1118.9559,1844969895
,CGF GESTION,FCP CAPITAL RETRAITE,FCP,Diversifié,2025-03-31,1200.1711,11078229464
,CGF GESTION,FCP DIASPORA,FCP,Diversifié,2025-03-31,1228.4728,4625821385
,CGF GESTION,FCP RENTE PERPETUELLE,FCP,Diversifié,2025-03-31,1154.2319,5702045566
,CGF GESTION,FCP IFC-BOAD,FCP,Obligataire (OLMT),2025-03-31,142751.3631,6963864198
,CGF GESTION,FCPCR SONATEL,FCPE,Diversifié,2025-03-31,9882.1389,24436485020
,CGF GESTION,FCPE SINI GNESIGUI,FCP,Diversifié,2025-03-31,1864.6916,499687051
,CGF GESTION,FCPE FORCE PAD,FCP,Diversifié,2025-03-31,2207.1162,1891885394
,CGF GESTION,FCPE DP WORLD DAKAR,FCP,Diversifié,2025-03-31,1429.7661,2271836509
,CGF GESTION,FCP TRANSVIE,FCP,Diversifié,2025-03-31,1078.3964,315471537
,CGF GESTION,FCPR SEN FONDS,FCPR,Actifs non cotés,2025-03-31,10245.697,1207259729
,EDC ASSET MANAGEMENT,ECOBANK ACTIONS UEMOA,FCP,Actions ,2025-03-31,5260,743377637
,EDC ASSET MANAGEMENT,ECOBANK OBLIGATAIRE UEMOA,SICAV,Obligataire (OLMT),2025-03-31,21049,204248664481
,EDC ASSET MANAGEMENT,ECOBANK UEMOA DIVERSIFIE,FCP,Diversifié,2025-03-31,9351,7813555205
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RENDEMENT,FCP,Diversifié,2025-03-31,1854998,579948066
,EDC ASSET MANAGEMENT,ECOBANK UEMOA MONETAIRE,FCP,Monétaire (OCT),2025-03-31,1024867,153730146
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RETRAITE CONFORT,FCP,Obligataire (OLMT),2025-03-31,5442,8140089802
,EDC ASSET MANAGEMENT,ECOBANK PRIVE ACTIONS,FCP,Actions ,2025-03-31,N/D,7971881792
,EDC ASSET MANAGEMENT,ECOBANK PRIVE OLMT,FCP,Obligataire (OLMT),2025-03-31,N/D,29503049564
,BAOBAB ASSET MANAGEMENT,FCP BAM WURUS,FCP,Actions ,2025-03-31,12269,697425596
,BAOBAB ASSET MANAGEMENT,FCP BAM TRESOR,FCP,Monétaire (OCT),2025-03-31,10988,4075937708
,BAOBAB ASSET MANAGEMENT,FCP BAM FI NATANGUE,FCPR,Actifs non cotés,2025-03-31,10339,138508054
,KAYDAN ASSET MANAGEMENT,FCP KAM SÛR,FCP,Obligataire (OLMT),2025-03-31,11103,266891667
,KAYDAN ASSET MANAGEMENT,FCPR KAM CROISSANCE +,FCPR,Actifs non cotés,2025-03-31,1120046,3472141759
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR QUIETUDE,FCP,Obligataire (OLMT),2025-06-30,"6 440,97",23492403349
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR DYNAMIQUE,FCP,Diversifié,2025-06-30,7115.26,2135795742
,SGCAMWA,SOGEPRIVILEGE,FCP,Diversifié,2025-06-30,5375,4785353178
,SGCAMWA,SOGEAVENIR,FCP,Diversifié,2025-06-30,2182,4965627808
,SGCAMWA,SOGEDEFI,FCP,Diversifié,2025-06-30,5138,4880061872
,SGCAMWA,SOGEVALOR,FCP,Actions ,2025-06-30,5290,6803210123
,SGCAMWA,SOGEDYNAMIQUE,FCP,Actions ,2025-06-30,5150,6473192652
,SGCAMWA,FCP SOGELIQUID,FCP,Monétaire (OCT),2025-06-30,11369580,45135823731
,SGCAMWA,SOGESECURITE,FCP,Obligataire (OLMT),2025-06-30,5289,46232885315
,SGCAMWA,ALLIANZ AFRICA,FCPR,Actifs non cotés,2025-06-30,103274216,10032330434
,SGCAMWA,SOGE EPARGNE PLUS,FCP,Obligataire (OLMT),2025-06-30,4999,494411946
,SGCAMWA,FCP ENERGIES,FCP,Obligataire (OLMT),2025-06-30,4998,574239953
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CONFORT PLUS,FCP,Obligataire (OLMT),2025-06-30,1451,17843315694
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CAPITAL PLUS,FCP,Diversifié,2025-06-30,1519,770439729
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM OBLIGATIS,FCP,Obligataire (OLMT),2025-06-30,9008.65,28299149008.53
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE  CROISSANCE ,FCP,Diversifié,2025-06-30,10502.64,9590879871.26
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM EPARGNE ACTION,FCP,Actions ,2025-06-30,8115.91,1730101376
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM SERENITIS,FCP,Obligataire (OLMT),2025-06-30,12175.42,9475557090.5
,SOAGA,FCP SOAGA EPARGNE SERENITE,FCP,Obligataire (OLMT),2025-06-30,16327.68,36205442474
,SOAGA,FCP SOAGA EPARGNE OBLIGATIONS,FCP,Obligataire (OLMT),2025-06-30,6351.05,29676372014
,SOAGA,FCP BOAD CAPITAL RETRAITE,FCP,Obligataire (OLMT),2025-06-30,14084.77,1586606946
,SOAGA,FCP SOAGA EPARGNE QUIETUDE,FCP,Obligataire (OLMT),2025-06-30,6126.02,27210354503
,SOAGA,FCP SOAGA TRESORERIE,FCP,Monétaire (OCT),2025-06-30,10103.23,2098085499
,SOAGA,SICAV ABDOU DIOUF,SICAV,Diversifié,2025-06-30,16442805.52,23205307202
,SOAGA,FCP SOAGA EPARGNE ACTIVE,FCP,Diversifié,2025-06-30,13738.23,8505687212
,SOAGA,FCP SOAGA EPARGNE DYNAMIQUE,FCP,Actions ,2025-06-30,7050.67,5366649345
,SOAGA,FCP SOAGA EPARGNE ACTIONS,FCP,Actions ,2025-06-30,11086.26,3175699466
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE OBLIGATIONS,FCP,Obligataire (OLMT),2025-06-30,6629,53124119136
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE EQUILIBRE,FCP,Diversifié,2025-06-30,38757303,6575451679
,BRIDGE ASSET MANAGEMENT,FCP BRIDGE DIVERSIFIE CROISSANCE,FCP,Diversifié,2025-06-30,8079,1851799914
,AFRICA ASSET MANAGEMENT,VALORIS,FCP,Actions ,2025-06-30,14310.44,2522043996
,AFRICA ASSET MANAGEMENT,EXPANSIO,FCP,Diversifié,2025-06-30,12277.06,2856521645
,AFRICA ASSET MANAGEMENT,SECURITAS,FCP,Obligataire (OLMT),2025-06-30,8330.87,2700763973
,IMPAXIS ASSET MANAGEMENT (ex-BRM ASSET MANAGEMENT),FCP SDE,FCP,Diversifié,2025-06-30,2704,64095433
,CORIS ASSET MANAGEMENT,CORIS ACTIONS,FCP,Actions ,2025-06-30,9458,1301245222
,CORIS ASSET MANAGEMENT,CORIS PERFORMANCE,FCP,Diversifié,2025-06-30,9170,2695536356
,CORIS ASSET MANAGEMENT,ASSURANCES,FCP,Monétaire (OCT),2025-06-30,5888,793784267
,ATTIJARI ASSET MANAGEMENT,SICAV ATTIJARI OBLIG,SICAV,Obligataire (OLMT),2025-06-30,14391.98,37293095181.28
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI LIQUIDITE,FCP,Monétaire (OCT),2025-06-30,15624.62,4363598041.56
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI HORIZON,FCP,Obligataire (OLMT),2025-06-30,16615.53,39320920983.35
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI ACTIONS,FCP,Actions ,2025-06-30,23605.96,617112942.73
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI DIVERSIFIE,FCP,Diversifié,2025-06-30,22736.24,3366562555.64
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI INVEST,FCP,Obligataire (OLMT),2025-06-30,15719.96,23164307632.52
,ATTIJARI ASSET MANAGEMENT,FCP ATTIJARI PATRIMOINE,FCP,Obligataire (OLMT),2025-06-30,15524.17,35687836694.29
,ATTIJARI ASSET MANAGEMENT,FCP CRBC-PROSPERITE,FCP,Obligataire (OLMT),2025-06-30,12044.81,29742244270.75
,ATTIJARI ASSET MANAGEMENT,FCP WAFA ASSURANCE UEMOA,FCP,Obligataire (OLMT),2025-06-30,11189.17,51125737994.33
,ATTIJARI ASSET MANAGEMENT,FCP CRAT PERFORMANCE,FCP,Diversifié,2025-06-30,12564.26,726566039.78
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE,FCP,Obligataire (OLMT),2025-06-30,7521.0782,71583582342
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SERENITE,FCP,Obligataire (OLMT),2025-06-30,7055.9663,58001984104
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE IFC,FCP,Obligataire (OLMT),2025-06-30,1359139.6942,8775317404
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE OBLIGATIONS,FCP,Obligataire (OLMT),2025-06-30,11799.921,406823922
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE SECURITE PLUS,FCP,Obligataire (OLMT),2025-06-30,11691.3451,63864059223
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE PRESTIGE,FCP,Obligataire (OLMT),2025-06-30,1174644.2013,66961501416
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE LIQUIDITE,FCP,Monétaire (OCT),2025-06-30,6651.1086,1859382504
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE ACTIONS,FCP,Actions ,2025-06-30,12033.837,256881107
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE HORIZON,FCP,Diversifié,2025-06-30,10802.3549,332854673
,ATLANTIC ASSET MANAGEMENT,FCP ATLANTIQUE CROISSANCE,FCP,Diversifié,2025-06-30,6481.9024,18009989584
,SGO MALI FINANCES,FCP NYESIGUI,FCP,Diversifié,2025-06-30,14910,855279544
,SGO MALI FINANCES,FCP TOUNKARANKE,FCP,Obligataire (OLMT),2025-06-30,126747,755560270
,SGO MALI FINANCES,FCPE ORANGE,FCPE,Diversifié,2025-06-30,36618,4670865420
,NSIA ASSET MANAGEMENT,FCP NSIA Fonds Diversifié,FCP,Diversifié,2025-06-30,6828,22081466805
,NSIA ASSET MANAGEMENT,FCP Aurore Opportunités,FCP,Actions ,2025-06-30,8456,12256564796
,NSIA ASSET MANAGEMENT,TAWFIR HALAL,FCP,Diversifié,2025-06-30,5618,1293918368
,NSIA ASSET MANAGEMENT,FCP Aurore sécurité,FCP,Obligataire (OLMT),2025-06-30,6293,60655905540
,NSIA ASSET MANAGEMENT,FCP Aurore Monetaris,FCP,Monétaire (OCT),2025-06-30,5643,2253653661
,NSIA ASSET MANAGEMENT,FCP NSIA Assurance Optimum,FCP,Diversifié,2025-06-30,1250798,4723004110
,NSIA ASSET MANAGEMENT,FCPE Evolutis,FCPE,Diversifié,2025-06-30,5934.94,1297732087
,NSIA ASSET MANAGEMENT,FCP AURORE SECURITE II,FCP,Obligataire (OLMT),2025-06-30,5718,21205058696
,NSIA ASSET MANAGEMENT,FCP Obligations Premium,FCP,Obligataire (OLMT),2025-06-30,5417.32,121958940
,NSIA ASSET MANAGEMENT,FCP Aurore Obligations Souveraines,FCP,Obligataire (OLMT),2025-06-30,10400.35,22497359394
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM ACTIONS,FCP,Actions ,2025-06-30,20801,768917875
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE EQUILIBRE,FCP,Diversifié,2025-06-30,18436,959690502
,PHOENIXAFRICA ASSET MANAGEMENT,FCP PAM DIVERSIFIE OBLIGATIONS,FCP,Diversifié,2025-06-30,15933,3164044554
,SGA2E,FCP CIE,FCPE,Diversifié,2025-06-30,9465.2907,45632226786
,SGA2E,FCP SODECI,FCPE,Diversifié,2025-06-30,11462.4775,23429240543
,OPTI ASSET MANAGEMENT,FCP 1 OPTI PLACEMENT,FCP,Actions ,2025-06-30,27452.88,759484907
,OPTI ASSET MANAGEMENT,FCP 2 OPTI REVENU,FCP,Obligataire (OLMT),2025-06-30,9363.83,11065382843
,OPTI ASSET MANAGEMENT,FCP 3 OPTI CAPITAL,FCP,Diversifié,2025-06-30,23817.87,1496693097
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL GARANTI,FCP,Diversifié,2025-06-30,20002.867,2725710669
,ENKO CAPITAL WEST AFRICA,FCP PATRIMOINE,FCP,Obligataire (OLMT),2025-06-30,13197.0717,29266815954
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL OBLIGATIONS,FCP,Obligataire (OLMT),2025-06-30,12287.0079,4522442124
,ENKO CAPITAL WEST AFRICA,FCP ENKO CAPITAL LIQUIDITE,FCP,Obligataire (OLMT),2025-06-30,10017.3402,3796481764
,ENKO CAPITAL WEST AFRICA,FCP GOORGOORLU,FCP,Monétaire (OCT),2025-06-30,960.6649,454863298
,BOA CAPITAL CAM,FCP Emergence,FCP,Diversifié,2025-06-30,8303,28309588729
,BOA CAPITAL CAM,FCP BOA Investment,FCP,Obligataire (OLMT),2025-06-30,42833811,45036637289
,BOA CAPITAL CAM,FCP Global investors,FCP,Diversifié,2025-06-30,43473,12548140977
,BOA CAPITAL CAM,FCP BOA actions,FCP,Actions ,2025-06-30,19630,588893553
,BOA CAPITAL CAM,FCP BOA obligations,FCP,Obligataire (OLMT),2025-06-30,13325,49152831121
,BOA CAPITAL CAM,FCP Saham Performance,FCP,Actions ,2025-06-30,226686,538606855
,BOA CAPITAL CAM,FCP BOA rendement,FCP,Obligataire (OLMT),2025-06-30,38347325,47454377763
,BOA CAPITAL CAM,FCP BOA sécurité,FCP,Obligataire (OLMT),2025-06-30,118747.31,36661149784
,BOA CAPITAL CAM,FCP BOA BONDS,FCP,Obligataire (OLMT),2025-06-30,110645.28,29490636380
,BOA CAPITAL CAM,FCP BOA premium,FCP,Diversifié,2025-06-30,116006.26,263338317
,BNI GESTION,OBLIG SECURITE,FCP,Obligataire (OLMT),2025-06-30,11318,13524269024
,BNI GESTION,KARIMA ETHIQUE,FCP,Diversifié,2025-06-30,2309,187109363
,BNI GESTION,CNRA,FCPE,Diversifié,2025-06-30,3870,100092849
,BNI GESTION,INITIATIVE SOLIDARITE,FCP,Diversifié,2025-06-30,5909,242792931
,BNI GESTION,BNI RETRAITE,FCPE,Diversifié,2025-06-30,5106,590451794
,BNI GESTION,SODEFOR COMPLEMENTAIRE RETRAITE,FCPE,Diversifié,2025-06-30,8208,438043919
,BNI GESTION,CAPITAL CROISSANCE,FCP,Diversifié,2025-06-30,14139,20857002622
,BNI GESTION,DYNAMIC SAVINGS ,FCP,Actions ,2025-06-30,9398,6376613395
,CGF GESTION,FCP PLACEMENT CROISSANCE,FCP,Actions ,2025-06-30,1624.99,2707041826
,CGF GESTION,FCP SALAM CI,FCP,Diversifié,2025-06-30,1189.99,1926161934
,CGF GESTION,FCP BNDE VALEURS,FCP,Diversifié,2025-06-30,1347.69,4276319037
,CGF GESTION,FCP WALO,FCP,Diversifié,2025-06-30,1282.38,1610175845
,CGF GESTION,FCP PLACEMENT QUIETUDE,FCP,Diversifié,2025-06-30,1702.13,14716123101
,CGF GESTION,FCP LIQUIDITE-OPTIMUM,FCP,Diversifié,2025-06-30,13283.07,8810598435
,CGF GESTION,FCP AVANTAGE AKWABA,FCP,Diversifié,2025-06-30,1742.85,4412923216
,CGF GESTION,FCP EXPAT,FCP,Diversifié,2025-06-30,1218.44,1897974578
,CGF GESTION,FCP DJOLOF,FCP,Obligataire (OLMT),2025-06-30,1319.82,1169752095
,CGF GESTION,FCP POSTEFINANCES HORIZON,FCP,Diversifié,2025-06-30,2394.59,1796497855
,CGF GESTION,FCP AL BARAKA 2,FCP,Diversifié,2025-06-30,1302.25,2569884885
,CGF GESTION,FCP ASSUR SENEGAL,FCP,Diversifié,2025-06-30,1383647.79,1414981045
,CGF GESTION,FCP ACTIONS PHARMACIE,FCP,Diversifié,2025-06-30,1143.9,1868433070
,CGF GESTION,FCP CAPITAL RETRAITE,FCP,Diversifié,2025-06-30,1229.51,11527138315
,CGF GESTION,FCP DIASPORA,FCP,Diversifié,2025-06-30,1258.27,4725790597
,CGF GESTION,FCP RENTE PERPETUELLE,FCP,Diversifié,2025-06-30,1206.12,6680442310
,CGF GESTION,FCP IFC-BOAD,FCP,Obligataire (OLMT),2025-06-30,144584.5,7053290554
,CGF GESTION,FCPCR SONATEL,FCPE,Diversifié,2025-06-30,10475.69,26150427571
,CGF GESTION,FCPE SINI GNESIGUI,FCP,Diversifié,2025-06-30,1961.62,530206730
,CGF GESTION,FCPE FORCE PAD,FCP,Diversifié,2025-06-30,2273.74,1953931870
,CGF GESTION,FCPE DP WORLD DAKAR,FCP,Diversifié,2025-06-30,1519.62,2730939581
,CGF GESTION,FCP TRANSVIE,FCP,Diversifié,2025-06-30,1129.66,397617005
,CGF GESTION,FCPR SEN FONDS,FCPR,Actifs non cotés,2025-06-30,10245.7,1207328331
,EDC ASSET MANAGEMENT,ECOBANK ACTIONS UEMOA,FCP,Actions ,2025-06-30,5111,812816258
,EDC ASSET MANAGEMENT,ECOBANK OBLIGATAIRE UEMOA,SICAV,Obligataire (OLMT),2025-06-30,20537,197559234794
,EDC ASSET MANAGEMENT,ECOBANK UEMOA DIVERSIFIE,FCP,Diversifié,2025-06-30,9870,8243992106
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RENDEMENT,FCP,Diversifié,2025-06-30,1944688,582913137
,EDC ASSET MANAGEMENT,ECOBANK UEMOA MONETAIRE,FCP,Monétaire (OCT),2025-06-30,1011202,151680302
,EDC ASSET MANAGEMENT,ECOBANK UEMOA RETRAITE CONFORT,FCP,Obligataire (OLMT),2025-06-30,5500,12056406745
,EDC ASSET MANAGEMENT,ECOBANK PRIVE ACTIONS,FCP,Actions ,2025-06-30,N/D,8892759564
,EDC ASSET MANAGEMENT,ECOBANK PRIVE OLMT,FCP,Obligataire (OLMT),2025-06-30,N/D,18853839297
,BAOBAB ASSET MANAGEMENT,FCP BAM WURUS,FCP,Actions ,2025-06-30,13897,1228633995
,BAOBAB ASSET MANAGEMENT,FCP BAM TRESOR,FCP,Monétaire (OCT),2025-06-30,11191,4670140422
,BAOBAB ASSET MANAGEMENT,FCP BAM FI NATANGUE,FCPR,Actifs non cotés,2025-06-30,10387,139141754
,KAYDAN ASSET MANAGEMENT,FCP KAM SÛR,FCP,Obligataire (OLMT),2025-06-30,11296,284462751
,KAYDAN ASSET MANAGEMENT,FCPR KAM CROISSANCE +,FCPR,Actifs non cotés,2025-06-30,1000000,3000000000
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR QUIETUDE,FCP,Obligataire (OLMT),2025-09-30,6548.44,23457796789
,SAPHIR ASSET MANAGEMENT,FCP SAPHIR DYNAMIQUE,FCP,Diversifié,2025-09-30,7348.35,2297255407
,SGCAMWA,SOGEPRIVILEGE,FCP,Diversifié,2025-09-30,5510,4932561885
,SGCAMWA,SOGEAVENIR,FCP,Diversifié,2025-09-30,2319,5280975226
,SGCAMWA,SOGEDEFI,FCP,Diversifié,2025-09-30,5442,5094421339
,SGCAMWA,SOGEVALOR,FCP,Actions ,2025-09-30,5522,7143084197
,SGCAMWA,SOGEDYNAMIQUE,FCP,Actions ,2025-09-30,5468,6660184829
,SGCAMWA,FCP SOGELIQUID,FCP,Monétaire (OCT),2025-09-30,11166954,48814411493
,SGCAMWA,SOGESECURITE,FCP,Obligataire (OLMT),2025-09-30,5135,46857899194
,SGCAMWA,ALLIANZ AFRICA,FCPR,Actifs non cotés,2025-09-30,103960986,10099045079
,SGCAMWA,SOGE EPARGNE PLUS,FCP,Obligataire (OLMT),2025-09-30,5418,14502197960
,SGCAMWA,FCP ENERGIES,FCP,Obligataire (OLMT),2025-09-30,5203,598356095
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CONFORT PLUS,FCP,Obligataire (OLMT),2025-09-30,1457.75,20103585723
,AFRICAINE DE GESTION D'ACTIFS,FCP AGA CAPITAL PLUS,FCP,Diversifié,2025-09-30,1614.93,1050565096
,AFRICABOURSE ASSET MANAGEMENT,FCP AAM OBLIGATIS,FCP,Obligataire (OLMT),2025-09-30,9172.15,27902642696.43
